brand,category,condition,description,posted,price,seller_name,shipping,sold
HarperCollins Publishers,"Other,Books,Children's books,HarperCollins Publishers Children's Books",Good,"Set of 8 Big Nate books
1 hard cover and 7 soft cover.
Good used condition as you can see in the pictures.",03/09/19,$12,ramona,$11.50 | 3+ days | from Florida,SOLD
HarperCollins Publishers,"Other,Books,Children's books,HarperCollins Publishers Children's Books",Good,Cardboard children's book by Margaret Wise Brown. Goodnight Moon & My World. Smoke free home.,03/10/19,$8,Hazel,Free | from Pennsylvania,SOLD
Houghton Mifflin,"Other,Books,Children's books,Houghton Mifflin Children's Books",Like new,The lemonade war series! Easy reading level for any kid! Perfect for teachers or librarians. AMAZING condition. Looks brand new! Open to offers!!,03/13/19,$15,sidneysells,Free | 2+ days | from Texas,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Set of 3 “Who Would Win?” Books and 2 National Geographic books, Meteors and Water. Great condition.",03/15/19,$13,Nicolina,Free | 3+ days | from Pennsylvania,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Fair,"Lot 15 Junie B. Jones Books by Barbara Park


Includes the following titles:

1.	#2 Junie B. Jones and a Little Monkey Business

2.	#5 Junie B. Jones and the Yucky Blucky Fruitcake

3.	#8 Junie B. Jones Has a Monster Under Her Bed

4.	#10 Junie B. Jo",03/16/19,$16,kit2cat,Free | from Minnesota,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"Book 2 and 3 of the Ivy and Bean series by Annie Barrows and Sophie Blackall
Like new condition 

Will ship via USPS media mail",03/16/19,$7,DimplesM56,Free | from Florida,SOLD
American Girl,"Other,Books,Children's books,American Girl Children's Books",Good,5 kirsten books. Guc they all have a sticker marker on the front smoke free home,03/18/19,$13,mamak10,Free | from Maryland,SOLD
Spin Masters,"Other,Books,Children's books,Spin Masters Children's Books",Like new,Moonlite Storybook Projector gift pack including FIVE story reels.  Just like new.,03/19/19,$16,washbuk,$5.25 | 3+ days | from North Carolina,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Like new,12 Dr. Seuss hard cover books. All in very good condition.,03/19/19,$30,Pagers88,Free | from North Carolina,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Very good condtion 
Smoke free home",03/21/19,$11,hstewart21158,Free | from Maryland,SOLD
Marvel,"Other,Books,Children's books,Marvel Children's Books",Like new,2 kids books in like new condition. Avengers Hulk versus the world. Still has trading cards inside. Super hero squad Hulk saves the day. From a smoke free and pet free home.,03/23/19,$6,kpplb1876,Free | 3+ days | from Pennsylvania,SOLD
Eric Carle,"Other,Books,Children's books,Eric Carle Children's Books",New,"The Very Hungry Caterpillar Book
New!
From smoke free home",03/21/19,$8,Amanda,Free | 3+ days | from North Carolina,SOLD
American Girl,"Other,Books,Children's books,American Girl Children's Books",New,"Brand new 
Meet Samantha book",03/22/19,$11,J.J’s AG,Free | from Kansas,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Great condition lot of 8 vintage Goosebumps books from the 90s!! What you see is what you’ll get! They’re all in great condition, reader beware..you’re in for a scare!!

Ships next business day, don’t miss out!!",03/24/19,$19,monstercave,$5.25 | 3+ days | from New Jersey,SOLD
American Girl,"Other,Books,Children's books,American Girl Children's Books",New,"Brand NEW American Girl Wellie Wishers Level Readers. Comes with

1- Meet the Wellie Wishers
2- Emerson is Mighty Girl!
3- Willa’s Butterfly Ballet

All paper dolls and stickers are fully intact",03/25/19,$12,Uneekegirl07,Free | from Connecticut,SOLD
Baby Einstein,"Other,Books,Children's books,Baby Einstein Children's Books",Good,"This smart pad has only been used once and is like new. The books are brand new, never used. Get a great set for a great price. Please keep in mind that this is heavy/expensive to ship and shipping is included in the price.

*************************",03/26/19,$20,LulaAddict,Free | from California,SOLD
Leap Frog,"Other,Books,Children's books,Leap Frog Children's Books",Good,Excellent condition set of Tag books! Ships free from a nonsmoking home. Click the photo to see an uncropped photo of all the titles you will get.  Thanks for looking!,03/25/19,$16,Shazam,Free | from Missouri,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Junie B Jones books 
1 double 
Used but still alot of reading life left in them 
A great collection 
A wonderful series for a young reader",03/26/19,$19,Rock Collector,Free | 3+ days | from New York,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"A set of 21 bob books collection 6 First Stories and Rhyming Words good condition except the strings on the seams r showing, please see photo, but the books are fine. Flash cards and door hanger missing. Some stickers missing please see photo. Ages 4",03/26/19,$17,Stellar,Free | from California,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,No writing or marks on pages unless otherwise shown in pictures. Bundling is available for discounts!,03/26/19,$13,Adriel,Free | from California,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"EUC set Of 5 Baby Sitters Club Mystery Books #1, 2, 3, 4, & 17. Normal wear from reading, please see pictures. Smoke free home.",03/27/19,$23,MMIHS,$11.50 | 3+ days | from Ohio,SOLD
HarperCollins Publishers,"Other,Books,Children's books,HarperCollins Publishers Children's Books",New,New sealed Big Nate Six-book set.,03/30/19,$26,Morse,Free | from Kentucky,SOLD
American Girl,"Other,Books,Children's books,American Girl Children's Books",Like new,"This is a lot of five American girl books you get : Meet Julie , good luck ivy, happy new year Julie , Isabell , and before kit ! Before  Kit retails for $10 the other is retail or seven dollars each making this lot worth over $35 all of the books ar",03/31/19,$10,vintagejoy70,Free | from California,SOLD
HarperCollins Publishers,"Other,Books,Children's books,HarperCollins Publishers Children's Books",Good,"Big Nate and friends
Big Nate game on
Big Nate flips out
Big Nate in the zone",03/30/19,$5,Jackson,$9.90 | 3+ days | from New York,SOLD
Sesame Street,"Other,Books,Children's books,Sesame Street Children's Books",Good,"Great condition. The Monster at the End of this Book. Starring lovable, furry old Grover. Baby board book",03/30/19,$5,Samantha Leach,Free | from North Carolina,SOLD
Aladdin,"Other,Books,Children's books,Aladdin Children's Books",Good,"13 dork diaries books
3 hard cover- 9 tales from a not so dorky drama queen, 10 tales from a not so perfect pet sitter, 11 tales from a not so perfect frenemy.
10 soft cover- 
 Dork diaries, party time, pop star, skating sensation, dear dork, holiday",04/02/19,$39,Mommabeartwins,$11.50 | 3+ days | from Florida,SOLD
Sesame Street,"Other,Books,Children's books,Sesame Street Children's Books",Fair,This is a complete set of Sesame Street alphabet puzzle books that interlock and puzzle pieces.  One side of book is alphabet letter and the other side builds a picture of Big Bird.  This books does have some reading and use wear.  These are board bo,04/02/19,$34,Allforagoodprice,Free | from Georgia,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Book 7 is only one with marks, see pictures",04/02/19,$54,Adriel,Free | from California,SOLD
Osborne,"Other,Books,Children's books,Osborne Children's Books",Like new,"Two like new usborne board books

That’s Not My Snowman
That’s Not My Reindeer

Both books feature a different texture on each page and a repetitive pattern that is great for early readers. Textures may show slight wear but no overall damages. 

All ",04/02/19,$14,krl1127,Free | from California,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"3 first Discovery Books. Gently used. Like new 
Hardback with spiral binding 
Retail for $11.95 each",04/05/19,$16,Wendy,Free | from North Carolina,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"4 Judy Moody paperback books 
Good used condition",04/05/19,$8,Wendy,Free | from North Carolina,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Good,"Excellent condition, vintage (1994) Disney's Wonderful World of Reading, Lady and the Tramp book~ First American Edition. This beautifully illustrated classic has all pages intact and spine is tightly bound. There are no marks or writing in the book.",04/05/19,$7,tinytab,Free | from Pennsylvania,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Like new,"Brand new! Never used. Includes play mat, 12 figurines, and storybook.",04/03/19,$16,✨ ashleerae ✨,Free | 3+ days | from Pennsylvania,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"all set 1,2,3,4.
all books are like new condition. 
all books are included.",04/06/19,$35,sunshine79,Free | from California,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,These 6 books are in great condition and have no scratches or tears,04/02/19,$7,rodeogal2010,$5.25 | 3+ days | from Michigan,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"11 books in total. All hardback.  Excellent condition. 

Books in collection
1, 2, 3, 4, 5, 6, 7, 8, 9, 11, movie diary

This is a great collection to get your child started.",04/06/19,$49,Justin West,Free | from Washington,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Like new,Excellent condition. 13 books in this set. Free shipping,04/06/19,$40,girltyme21,Free | from Iowa,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,Lot of three Pokemon books in good condition. One book has a name written on inside cover.,04/08/19,$7,Jackie1637,Free | 3+ days | from Florida,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Good,"Good to like new lot of 18 disney classics

Lion King
Hunchback of Notre Dame
Cinderella 
Pinnochio 
Peter Pan
Toy story 1 and 2
Incredibles
Bambi
Bambi grows up
Dumbo * has a small square cutout on interior page from child getting a hold of scissors",04/09/19,$35,Gemini's Bookshelf,Free | from New York,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Good,Pre owned in great condition .,04/08/19,$12,MaryBell,Free | from Arizona,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Good,"Reserved lot 
Includes toys, carebear, books, stationery items",04/08/19,$30,South311,$16.00 | 2+ days | from Arkansas,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"The playground problem
PJ mask Hero school
Penny and her marble
Monster math
Fantastic 4
Spider-Man 
Baseball ballerina strikes out
Tug and teeny
Miss bindergarten 
Riff raff
Cars
Beanie boos show and tell
Even Steven and odd Todd
Kenny and the littl",04/09/19,$22,JayceeThriftySells,Free | from Louisiana,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",New,You are purchasing 40 brand new children's books.  All the books are in new condition with only minor wear due to storage.  The majority of books are children's books range from a 3rd grade level to a 6th grade level.  The photo is the actual box of ,04/09/19,$20,Eschurley,Free | from Nevada,SOLD
Vintage,"Other,Books,Children's books,Vintage Children's Books",Fair,"This is a complete set of vintage my book house Books 1-12 by olive beaupre Miller from 1937.  This set is has age wear (browning paper) reading wear and storage wear (discoloration, wear along edges and spines).  Book 1 has the most wear with scratc",04/09/19,$80,Allforagoodprice,Free | from Georgia,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Fair,"These books are in fair condition, some have writing inside

4 Books - Diary Of a Wimpy Kid


Old School
Do-it- Yourself
Hard Luck
Movie Diary",04/08/19,$13,Classysunshine,Free | 3+ days | from Virginia,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"12 Awesome Books from Soar to Success, NASA, Life, and Scholastic for the young, curious reader!

INCLUDES:
1. The Real Reasons for the Seasons Sun-Earth Connections.

2. Scholastic Science Reader Wolves by Carolyn B Otto.

3. LIFE Nature Library The",04/11/19,$6,Planet Pops,Free | from California,SOLD
Disney Pixar,"Other,Books,Children's books,Disney Pixar Children's Books",Good,"Great Book to read to any youngster at home or in daycare!

A Must for any Disney Fan!

*Title: Disney Pixar Storybook Collection  A Treasury of Tales

*Hardcover

*Dated 2006

*320 Pages

*Includes 21 Different stories

*5 Toy Story Stories

*4 Find",04/14/19,$6,Rachelsvarietyshop,Free | from Virginia,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"61 books! 
#1-54, none missing!
#110
#1-6 of the super special 

2 have a small corner torn
2 have a 2” corner torn 

Otherwise very very good condition!",04/15/19,$133,wearandshare,Free | from Ohio,SOLD
Pearhead,"Other,Books,Children's books,Pearhead Children's Books",New,"Little Blossoms by Pearhead
● My Baby Book :)
● Record your baby's memories & milestones!
● Brand new.",04/15/19,$12,Belen Barajas,$5.25 | 3+ days | from Texas,SOLD
Caterpillar,"Other,Books,Children's books,Caterpillar Children's Books",Like new,"CAT Big Trucks and Diggers Flashcards A to Z
Excellent Like New Condition 
All 6.5"" x 5"" cards included 
Please see photos for best description 
Feel free to make an offer",04/17/19,$15,TheLowrey,Free | from Illinois,SOLD
Sesame Street,"Other,Books,Children's books,Sesame Street Children's Books",Good,Lot of 19 lightly used Sesame Street book club books. See pictures for titles.  Made in the early 80's. Previous owners name printed in some of the books.,04/17/19,$19,Meredith Michael Off,Free | from New Jersey,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Good,"Bundle of 6 hardcover books. Range from good (vintage) to like new conditon. 

An animals xmas eve
Hymns
The story of jesus
Christmas story
Old Macdonald had a farm

** 3 little pigs to replace mulan from previous purchase

Price is firm on this list",04/18/19,$6,Gemini's Bookshelf,Free | from New York,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,I have 3 dog man books in great condition,04/17/19,$16,B M E consignments,$5.25 | 3+ days | from Indiana,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Good,"This is a bulk lot 16 Books 
Some rare and some 1st Edition
Beginner Books Dr. Seuss 
RANDOM HOUSE 
Book club Edition 
Vintage Hardcover 

• DOCTOR DOLITTLE and the PIRATES 
  Hugh Lofting's ""Doctor Dolittle and the Pirates"" written by Al Perkins 196",04/15/19,$35,Kelly Toon,Free | from Texas,SOLD
HarperCollins Publishers,"Other,Books,Children's books,HarperCollins Publishers Children's Books",Like new,"Warrior cats Dawn of the clans.  First 3 books in the series.  Unused, read the hardback versions.  Great tale of how the clans came to be.  Retails for 20.97. keep in mind, I'm paying shipping costs!",04/18/19,$12,gousse1998,Free | 3+ days | from Louisiana,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,4 exciting Ivy and Bean Books great reads for 1-4 grade.,04/19/19,$13,Angie Hartman Cunnin,Free | from Indiana,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",New,"New lot of board with sound books . 
1) Star Wars solo sound book 
2) Star Wars the last Jedi book
3) Incredibles 2 Elastic to the rescue sound book.

What you see is what you get!!
No returns!!",04/19/19,$21,Source2008,Free | 3+ days | from Illinois,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",New,"Bundle of 3 paperback in new condition:

I'm mad at you
Help I'm lost
Moms having a baby

Copyright 1989",04/20/19,$10,Gemini's Bookshelf,Free | from New York,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"Most in mint condition, few cover flaws",04/21/19,$9,yherf05,$9.90 | 3+ days | from Ohio,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",New,Misc set of scholastic books! Includes a 12 book set of Disney phonics learning!,04/20/19,$9,Amber Lyn,Free | from Oregon,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Fair,"10 Goosebumps books
I will split up if you'd like certain ones
Smoke free home",04/25/19,$11,Nverg93,$4.25 | 3+ days | from New York,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Fair,"Lot of 3 Vintage Disney Fun to Learn books, Published 1983.

Includes:
• #2, Numbers 1-10
• #7, Birds and Trees and Flowers and Bees
• #8, From Whales to Snails

All orders come with free and fast shipping!",04/27/19,$20,CincyCollectables,Free | from Ohio,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",New,"3 Brand New Books

Wayside School is Falling Down 
Sideways Stories From Wayside School
Wayside School Gets A Little Stranger

Wrapped with packaging never opened",04/22/19,$6,Precious Bettencourt,$5.25 | 3+ days | from New Jersey,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Fair,"14 Little Critter Books
Some have names/marks written in them 
Used condition
Check out my other listings of books, Toys, clothes brands such as Fisher Price, Gymboree, Disney....",04/26/19,$5,Lopez6,$9.90 | 3+ days | from Wisconsin,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,. ships fast! ! price includes the shipping i’m paying for with usps media mail so it’s cheaper for you,04/26/19,$6,bobbiescloset,Free | from California,SOLD
Workman Publishing,"Other,Books,Children's books,Workman Publishing Children's Books",Good,"Great condition. A fun book of songs!  Comes with a CD and all the songs are written by Sandra Boynton but sung by your favorite artists!  Alison Krause, Ben Folds, Brad paisley, Darius Rucker, Dwight Yoak, Falls Mountain Cowboys, fountains of Wayne,",04/27/19,$5,Samantha Leach,Free | from North Carolina,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Set of 12 My First Reading I Can Read books. Great condition, no rips. One book has a teacher stamp on the inside cover, the rest appear unmarked. One book has flashcards that came with it still inside. Includes Biscuit, Pete the Cat, Otto, Huff and ",04/28/19,$12,ElenaV,Free | 2+ days | from California,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",New,Mickey Mouse club house book and flashlight new,04/28/19,$10,Melissa M. Jaure,Free | 3+ days | from Colorado,SOLD
Eric Carle,"Other,Books,Children's books,Eric Carle Children's Books",Good,"4 books in good condition including:
Brown Bear, Brown Bear, What Do You See? 
1, 2, 3 to the Zoo
Rooster’s Off to See the World
A House for Hermit Crab",04/28/19,$5,Baylebroyles,$5.25 | 3+ days | from Virginia,SOLD
ABRAMS,"Other,Books,Children's books,ABRAMS Children's Books",Good,"4 books in good condition including:
Diary of a Wimpy Kid
The Last Straw
Dog Days
The Third Wheel",04/28/19,$5,Baylebroyles,$5.25 | 3+ days | from Virginia,SOLD
National Geographic,"Other,Books,Children's books,National Geographic Children's Books",Good,"Seven NatGeo pop-up books from the late 80s. They are in wonderful condition w/ few flaws. These are a great way to introduce young kids to wildlife. Set includes:
-Animal Homes
-Dinosaurs 
-Creatures of the Desert World
-Hide and Seek
-Explore a Tro",04/28/19,$19,lngray1982,$11.50 | 3+ days | from Tennessee,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"You get 6 Junie B Jones books
These are great for kids who are just beginning to read chapter books
Funny stories 
Cute characters",04/29/19,$5,Andrea,$5.25 | 3+ days | from Arizona,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,This is a lot of 11 paperback books of 39 clues books 1-11 in good condition with normal reading wear.  This is a good looking set of books.  No writing inside of books.,04/30/19,$25,Allforagoodprice,Free | from Georgia,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"12 chapter books featuring a young male protagonist. 4 well known Andrew Clements books:Frindle, Troublemaker, The Map Trap and The Landry News ; all like new EXCEPT FOR TROUBLEMAKER. 5 of The Adventures of Flat Stanley books all like new. and A Gero",04/30/19,$9,Kenchetta Collins,Free | from Louisiana,SOLD
National Geographic,"Other,Books,Children's books,National Geographic Children's Books",Good,Set of 2 National Geographic curious kid books. Level 1 readers. Great for kids beginning to read on their own. The books are about Weather & Storms.,04/30/19,$6,SQ82,Free | 2+ days | from California,SOLD
American Girl,"Other,Books,Children's books,American Girl Children's Books",Good,"Books 1-6, used condition. Paper back.",05/01/19,$20,Alyssa Wells,Free | 3+ days | from Washington,SOLD
ABRAMS,"Other,Books,Children's books,ABRAMS Children's Books",Good,"Good used condition Chapter Book Bundle. 
Diary of a wimpy kid. Lot of 2 books.  hard cover books 
Book 3 The last straw
Book 5 the ugly truth
FREE shipping (media mail).  Discounts on multiple purchases",04/30/19,$16,This and That shop,Free | from Indiana,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Good,9 de Seuss books. Smoke free home.,05/01/19,$12,My Variety Shop,$9.90 | 3+ days | from Georgia,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"This lot is for the Rainbow Magic  Fairy series by Daisy Meadows. This set is 1-7 of the color fairies.
Fairyland is home to seven colorful sisters. Together, they are the Rainbow Fairies! They keep Fairyland dazzling and bright. Find one fairy in ea",05/03/19,$9,Mishelle,$5.25 | 3+ days | from Illinois,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Fun to read from one of our favorite authors, Robert Munsch!

Few creases on one otherwise great shape!

Includes:
Get Out of Bed!
Smelly Socks
The Paper Bag Princess - few creases

Great for home or a teacher’s classroom!

Smoke free 
Books will shi",05/04/19,$7,Caliscorner,Free | from Kansas,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Books are all gently used with dents/dings. 5 are level 1, 1 is level 2 and the Bailey School Kids is a Jr Chapter Book not an easy reader
1. Splat the Cat Takes The Cake
2. Splat the Cat Good Night, Sleep Tight
3. Stuart Little At Library
4. Scooby ",05/02/19,$10,LokisBooksNMore,Free | from Utah,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Like new,"Great to excellent condition Star Wars children's book. Author who wrote this is Benjamin Harper. Mission reports details the ship's pivotal missions, from escaping Imperial stormtroopers on Mos Eisley to the attack on the second death star. Every ch",05/02/19,$5,Carlos' Shop Center,Free | 3+ days | from Michigan,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Lot of 10 children’s soft cover books

All by Scholastic 

The larger ones for example Silly Sally is 11”. X 9 1/2” and measurement of the smallest one is 7 1/2” x 9”",05/04/19,$9,Helen Bellandi,Free | from Georgia,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"We share everything
The sand castle contest

All titles in paperback in very good condition",05/04/19,$8,Gemini's Bookshelf,Free | from New York,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Fair,"Little Golden Book Record Read-Along Disneyland Collection Books With Records
6 of the books have coloring on last page. Please see pics. These were in a box of books from a yardsale so I do not know condition of records. From looking at them they lo",05/05/19,$20,yellowbookroad,Free | from Colorado,SOLD
HarperCollins Publishers,"Other,Books,Children's books,HarperCollins Publishers Children's Books",Good,"Gently used. Books 1-3,5-7,9-13
All are Hardbacks except Books 3 and 6",05/05/19,$32,Wendy,Free | from North Carolina,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Good,Children’s books selling all together,05/06/19,$5,HR,$5.25 | 3+ days | from Kentucky,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Church Board Books 
Set of 5",05/06/19,$14,twoarrowsbookclub,Free | from California,SOLD
Dragonfly,"Other,Books,Children's books,Dragonfly Children's Books",Good,"3 paperback and 3 hardback picture book by Faith Ringgold and Nikki Giovanni, plus 4 more books from 2 other listings. Total books 10.",05/06/19,$17,Shannon Ayrish Booys,Free | from Florida,SOLD
Random House,"Other,Books,Children's books,Random House Children's Books",Good,"This bundle includes nine Dr. Seuss books: 

“The Cat In The Hat” ©️ 1986 

“One Fish, Two Fish, Red Fish, Blue Fish” 
©️ 1988 

“Green Eggs And Ham” ©️ 1988 

“Dr. Seuss’s ABC” ©️ 1991 

“I Can Read With My Eyes Shut!” ©️ 1978 

“And to Think That I",05/06/19,$26,WheretheSidewalkEnds,Free | from Oregon,SOLD
Sesame Street,"Other,Books,Children's books,Sesame Street Children's Books",Good,"Vintage (1971) Sesame Street Little Golden Book, featuring Grover. This loveable little monster is star in ""The Monster at the end of the Book."" This book is in excellent condition with all pages intact and free of marks and writing. There are no dog",05/07/19,$8,tinytab,Free | from Pennsylvania,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Set of 4 Geronimo Stilton and 5 Thea Stilton kids books. In good used condition. 
Thea-Cherry Blossom Adventure
Spanish Dance Mission
Mystery in Paris
Legend of the Fire Flowers
Secret of the Old Castle
Geronimo- Save the White Whale!
Secret of Cackl",05/06/19,$14,heidileigh,Free | from Virginia,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"Bundle of 7 Rainbow magic kids books. 
Bought at a book fair for my daughter and she read only once. They are i n great condition. I paid around 5 a piece so this is a great deal.",05/06/19,$8,momof4,Free | from New York,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",New,You are purchasing a new/never used lot of Goosebumps books by RL Stine.  The lot has 17 books that are new and never read.  All 17 new book have crisp pages.  The covers are great too except that a few may have slight wear or small creases due to st,05/06/19,$29,Eschurley,Free | from Nevada,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"A bundle of 10 paperback books Little Critter series by Mercer Mayor 
Books will not be exactly as pictured but will be not include duplicates in the bundle. You may message me if you are looking for specific titles from the series and I will *TRY to",05/07/19,$15,Becca's Bookshelf,Free | from Oregon,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Good,"This is for a bundle of 4 Disney books

Disney Storybook Collection (300 pages and 18 stories!)

My Side Of The Story Cinderella (double sided book totaling 72 pages)

Aladdin

Little Mermaid a Charmed Life (not the story of the movie)

Please ask if",05/07/19,$12,AdrianaA,Free | from Washington,SOLD
Innovative Kids,"Other,Books,Children's books,Innovative Kids Children's Books",Good,"Gently used mini books for little hands. Bright, engaging, and cute illustrations. Some scuff to the paperboard, see pictures, insides are in perfect shape.  All binding strong.
Made of recycled material. My son loved these, they are such a good idea",05/08/19,$7,Hey-Gigi's Shoppe,Free | from Ohio,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Good,"Disney frozen hide and hug Olaf book and plush play set 
Good condition see pics",05/08/19,$10,Tedas,$9.90 | 3+ days | from Arizona,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Magic Animals Paperback Books 
Set of 5",05/09/19,$8,twoarrowsbookclub,Free | from California,SOLD
Vintage,"Other,Books,Children's books,Vintage Children's Books",Good,Vintage mini golden book. In good condition.,05/08/19,$10,Alilefty,$4.25 | 3+ days | from Pennsylvania,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Nancy Drew Paperback Books 
Set of 4",05/09/19,$10,twoarrowsbookclub,Free | from California,SOLD
Sesame Street,"Other,Books,Children's books,Sesame Street Children's Books",Good,"Covers may show some wear

Set of 4 Sesame Street My First Manners books

Be Polite
Please and Thank You
All About Feelings
Taking Turns",05/09/19,$5,Samantha Leach,Free | from North Carolina,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"12 Pete The Cat Beginning Reader Books, all in Very Good Used Condition, No Rips.  11 Soft Cover and 1 Hard Cover Books.
Pete The Cat
...and The Bad Banana
...Too Cool For School
...Scuba Cat
...A Pet for Pete
...Pete At the Beach
...and The Tip Top ",05/10/19,$30,BB'S BOUTIQUE,Free | from California,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,Lot of 4 magic Animal Friends Books. Good condition. 2nd/3rd grade,05/10/19,$7,Beverly Bailey,Free | from Minnesota,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 used goosebumps books. See photos.,05/12/19,$6,Hannah’s Closet,Free | 2+ days | from California,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"These are like new condition, rarely to never opened. Great easy reads for new beginning readers",05/09/19,$12,My Closet,$4.25 | 3+ days | from Michigan,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Like new,"Dr Seuss, Happy Birthday To You
New never read.  
Pages new and crisp",05/11/19,$7,katgw13,Free | from Pennsylvania,SOLD
AA Aquarium,"Other,Books,Children's books,AA Aquarium Children's Books",Good,"Both books have age toning and edge wear to jackets. Name on jacket of 12 Step book. Name in ink to endpage Light soiling front endpage of AA Big Book.

Big Book is an 11th Printing 1982 
12 Step 25th printing 1983",05/12/19,$15,Zoester,Free | from New York,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"6 hardcover books in great condition. No writing, missing pages or signs of use.",05/12/19,$24,Mishelle,Free | from Illinois,SOLD
